,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household
7572,-118.21,33.89,42.0,2.2125,120700.0,0,0,0,5.8552188552188555
2337,-119.67,36.83,4.0,5.0864,113700.0,1,0,0,6.964285714285714
5589,-118.3,33.79,9.0,2.9154,203300.0,0,0,0,3.7192513368983957
15805,-122.45,37.76,51.0,5.6235,500001.0,0,1,0,5.800904977375565
8824,-118.36,34.09,36.0,2.6,313600.0,0,0,0,3.766899766899767
17733,-121.8,37.31,15.0,4.5045,164500.0,0,0,0,5.299120234604105
2196,-119.91,36.83,29.0,3.8056,165400.0,1,0,0,6.391304347826087
588,-122.1,37.7,25.0,4.3819,209200.0,0,1,0,4.996638655462185
18541,-122.01,36.95,52.0,2.0547,326700.0,0,0,1,5.135021097046414
18998,-121.96,38.34,14.0,3.6036,143500.0,1,0,0,4.577677224736048
9834,-121.93,36.63,41.0,4.3571,287500.0,0,0,1,5.73224043715847
16266,-121.26,37.96,40.0,2.5234,62800.0,1,0,0,5.245098039215686
16817,-122.46,37.64,26.0,5.3922,353700.0,0,0,1,7.085858585858586
17607,-121.9,37.29,26.0,7.8575,424600.0,0,0,0,7.364754098360656
14654,-117.14,32.8,33.0,3.9417,179800.0,0,0,1,6.194895591647332
13768,-117.07,34.05,14.0,1.9694,173200.0,1,0,0,6.853745541022592
12419,-116.22,33.72,28.0,1.7172,58800.0,1,0,0,3.3714285714285714
3710,-118.38,34.2,32.0,2.4306,187500.0,0,0,0,4.004032258064516
12012,-117.58,33.92,16.0,6.155,246400.0,1,0,0,6.998316498316498
2563,-124.16,40.8,52.0,1.1386,74100.0,0,0,1,3.914942528735632
13073,-121.33,38.57,17.0,2.3684,150000.0,1,0,0,4.795857988165681
16476,-121.27,38.13,35.0,1.75,82900.0,1,0,0,4.218446601941747
5115,-118.3,33.96,39.0,2.6518,136300.0,0,0,0,5.296786389413989
8142,-118.11,33.83,37.0,4.4196,223100.0,0,0,0,6.608465608465608
10144,-117.9,33.91,26.0,4.9524,226600.0,0,0,0,6.571753986332574
7029,-118.1,33.96,38.0,4.1711,160100.0,0,0,0,5.3624595469255665
10218,-117.88,33.89,18.0,3.6435,119100.0,0,0,0,3.2580645161290325
17133,-122.15,37.47,39.0,5.6407,326400.0,0,1,0,5.351239669421488
19299,-122.84,38.39,16.0,4.4357,216900.0,0,0,0,6.0285714285714285
14521,-117.14,32.9,16.0,4.2234,162100.0,0,0,0,4.682678311499272
5648,-118.29,33.74,52.0,2.2188,306700.0,0,0,1,3.6040100250626566
6556,-118.11,34.19,50.0,9.532,483300.0,1,0,0,7.114427860696518
4716,-118.38,34.06,28.0,3.1475,362500.0,0,0,0,4.393728222996516
3968,-118.58,34.2,35.0,5.1463,220200.0,0,0,0,6.257028112449799
18461,-121.76,37.26,17.0,4.6458,500001.0,0,0,0,4.901960784313726
2529,-122.22,39.51,17.0,2.1,66900.0,1,0,0,4.335740072202166
12619,-121.54,38.51,17.0,4.2216,217900.0,1,0,0,5.606080634500992
1240,-120.19,38.42,11.0,3.125,77500.0,1,0,0,47.515151515151516
6539,-118.04,34.04,35.0,3.0,160600.0,0,0,0,5.040697674418604
10198,-117.93,33.88,52.0,5.1237,240000.0,0,0,0,5.7828418230563
14724,-117.01,32.8,17.0,3.1,84200.0,0,0,0,4.846511627906977
453,-122.26,37.88,52.0,4.2788,332500.0,0,1,0,4.614457831325301
4149,-118.2,34.12,41.0,2.9194,162000.0,0,0,0,4.211920529801325
20497,-118.7,34.3,23.0,6.1383,244100.0,0,0,0,7.203562340966921
8764,-118.37,33.81,36.0,6.9296,500001.0,0,0,1,6.138755980861244
11928,-117.37,33.94,20.0,4.0966,140100.0,1,0,0,5.780068728522337
19824,-119.48,36.5,32.0,2.9554,110300.0,1,0,0,6.012195121951219
7004,-118.05,33.97,36.0,3.6,154000.0,0,0,0,4.240713224368499
12785,-121.44,38.63,38.0,1.3302,62200.0,1,0,0,4.37958115183246
8916,-118.46,34.02,29.0,2.6639,233300.0,0,0,0,2.91125
11251,-117.99,33.82,21.0,2.8625,189600.0,0,0,0,4.958695652173913
10281,-117.82,33.89,21.0,4.0714,278900.0,0,0,0,6.414583333333334
12327,-116.51,33.96,16.0,1.4665,61100.0,1,0,0,4.340106007067138
14797,-117.1,32.57,14.0,2.3253,133700.0,0,0,1,4.239731768650461
16581,-121.43,37.76,7.0,3.6312,147600.0,1,0,0,4.579741379310345
3674,-118.39,34.22,35.0,5.0818,186800.0,0,0,0,5.188405797101449
10038,-121.04,39.22,14.0,2.25,112500.0,1,0,0,4.734335839598997
4708,-118.35,34.06,48.0,3.7167,385000.0,0,0,0,4.381877022653722
15011,-117.04,32.77,26.0,2.734,148900.0,0,0,0,4.2207920792079205
4144,-118.19,34.12,44.0,4.0417,170600.0,0,0,0,4.322695035460993
136,-122.19,37.83,29.0,6.8538,368900.0,0,1,0,6.657992565055762
5752,-118.27,34.17,52.0,7.8383,500001.0,0,0,0,7.726351351351352
15403,-117.23,33.24,26.0,4.3068,240100.0,0,0,0,6.5493421052631575
1805,-122.33,37.93,27.0,3.0156,111500.0,0,1,0,4.882352941176471
11905,-117.4,33.96,51.0,3.575,125500.0,1,0,0,6.060402684563758
12585,-121.5,38.53,39.0,4.6923,192000.0,1,0,0,5.566433566433567
7002,-118.04,33.97,34.0,3.0491,158200.0,0,0,0,4.498721227621483
14040,-117.14,32.75,20.0,2.1937,162500.0,0,0,1,3.625766871165644
8118,-118.18,33.8,42.0,2.0579,132700.0,0,0,1,4.101604278074866
13202,-117.71,34.06,27.0,1.4722,91300.0,1,0,0,3.9831460674157304
16523,-121.2,37.8,28.0,3.7546,135300.0,1,0,0,5.756613756613756
15559,-117.07,33.11,17.0,3.0054,142300.0,0,0,0,4.885864793678666
6038,-117.73,34.07,33.0,2.3406,122600.0,1,0,0,4.113490364025696
845,-122.07,37.58,16.0,6.0661,247000.0,0,1,0,5.992537313432836
10795,-117.91,33.62,32.0,4.4063,500001.0,0,0,0,4.687793427230047
12794,-121.46,38.64,20.0,1.6607,67000.0,1,0,0,4.625
7667,-118.08,33.93,39.0,3.525,158000.0,0,0,0,4.61875
9374,-122.52,37.92,47.0,5.8509,317800.0,0,1,0,5.251655629139073
74,-122.29,37.81,20.0,2.483,137500.0,0,1,0,6.2781954887218046
14242,-117.09,32.69,20.0,3.1833,108300.0,0,0,1,5.078341013824885
1768,-122.34,37.95,39.0,3.2333,135100.0,0,1,0,5.158441558441559
14109,-117.11,32.75,34.0,2.113,102100.0,0,0,1,3.7918149466192173
6839,-118.12,34.07,45.0,3.0592,212500.0,0,0,0,4.5501285347043705
15108,-116.96,32.85,11.0,4.1716,166100.0,0,0,0,5.472144063027574
12380,-116.47,33.77,26.0,4.4107,122500.0,1,0,0,6.4275037369207775
1748,-122.32,37.96,25.0,3.375,133700.0,0,1,0,4.194174757281553
20274,-119.23,34.15,18.0,3.748,380400.0,0,0,1,6.213
18685,-121.83,37.02,22.0,2.9559,288400.0,0,0,0,5.909937888198757
3659,-118.4,34.21,45.0,4.8194,181300.0,0,0,0,5.197860962566845
5757,-118.28,34.18,50.0,6.8839999999999995,365600.0,0,0,0,7.1035598705501615
12772,-121.42,38.63,42.0,1.9412,73100.0,1,0,0,4.372781065088757
16721,-120.69,35.49,16.0,4.1375,222400.0,0,0,0,6.214452214452215
2654,-124.23,40.54,52.0,3.0806,106700.0,0,0,1,6.1931034482758625
11503,-118.09,33.75,32.0,6.6188,380000.0,0,0,1,6.567368421052632
8250,-118.17,33.78,23.0,1.9647,186200.0,0,0,1,3.431693989071038
10720,-117.81,33.63,17.0,8.1093,410400.0,0,0,0,7.315359477124183
4764,-118.36,34.04,45.0,3.5161,157000.0,0,0,0,4.662269129287599
105,-122.24,37.82,52.0,4.9306,313400.0,0,1,0,6.184426229508197
11152,-117.97,33.84,25.0,4.2679,191700.0,0,0,0,4.942
8181,-118.1,33.81,36.0,5.62,239600.0,0,0,0,6.228571428571429
18075,-122.03,37.27,32.0,7.8279,500001.0,0,0,0,7.142857142857143
16160,-122.49,37.78,42.0,3.6429,328400.0,0,1,0,5.246628131021194
11818,-121.09,38.97,13.0,5.2536,191900.0,1,0,0,6.35064935064935
19665,-120.82,37.51,17.0,4.4083,165800.0,1,0,0,6.551181102362205
227,-122.19,37.8,48.0,4.744,257300.0,0,1,0,7.117647058823529
17277,-119.75,34.43,23.0,3.3776,283200.0,0,0,1,3.789072426937738
7770,-118.09,33.91,36.0,4.0517,162200.0,0,0,0,5.380597014925373
18669,-121.91,36.98,16.0,2.6875,233300.0,0,0,1,5.303523035230352
12462,-121.43,38.57,38.0,4.0972,163700.0,1,0,0,5.595982142857143
7777,-118.1,33.91,35.0,3.2708,159700.0,0,0,0,5.4916943521594686
198,-122.23,37.77,52.0,2.57,72000.0,0,1,0,4.202185792349726
19057,-121.84,38.13,33.0,4.2813,81300.0,1,0,0,6.340425531914893
17995,-121.98,37.29,33.0,7.5443,283000.0,0,0,0,6.309523809523809
712,-122.08,37.67,29.0,0.9637,160000.0,0,1,0,3.2434210526315788
15170,-117.07,33.01,25.0,3.1187,169400.0,0,0,0,5.905292479108635
12061,-117.57,33.87,27.0,5.1929,165000.0,1,0,0,6.424460431654676
18165,-122.02,37.35,17.0,5.8779,362200.0,0,0,0,5.155979202772963
2981,-119.02,35.33,26.0,2.1553,84700.0,1,0,0,4.463119709794437
8666,-118.43,33.83,19.0,5.145,420200.0,0,0,1,4.216032608695652
1454,-121.96,37.96,28.0,5.2145,229200.0,1,0,0,6.807407407407408
9718,-121.77,36.87,37.0,3.3472,293800.0,0,0,1,6.625
17355,-120.43,34.88,22.0,5.0113,158600.0,0,0,0,6.935483870967742
3484,-118.54,34.28,18.0,6.7248,377200.0,0,0,0,7.174083769633508
18942,-122.08,38.3,2.0,6.8872,305200.0,1,0,0,10.27217125382263
10043,-120.94,39.22,12.0,4.0062,153800.0,1,0,0,5.693965517241379
17311,-119.49,34.39,17.0,3.9224,230600.0,0,0,1,5.00216684723727
3636,-118.43,34.24,37.0,4.0057,172700.0,0,0,0,5.489270386266094
15420,-117.26,33.21,26.0,3.0197,136000.0,0,0,0,4.4637002341920375
19704,-121.64,39.11,18.0,3.3793,92900.0,1,0,0,6.322834645669292
5350,-118.4,34.05,26.0,5.0762,500001.0,0,0,0,5.556521739130435
2905,-119.03,35.38,38.0,3.0,91800.0,1,0,0,5.175609756097561
9166,-118.43,34.43,5.0,4.2037,194600.0,0,0,0,5.433093154915079
14180,-117.06,32.72,31.0,3.1923,116900.0,0,0,1,5.348697394789579
15703,-122.43,37.79,52.0,4.3986,500001.0,0,1,0,3.9706877113866965
19926,-119.33,36.32,23.0,2.5,85500.0,1,0,0,5.724452554744525
18107,-122.01,37.31,23.0,6.3702,332000.0,0,0,0,6.440263405456256
3391,-118.35,34.21,42.0,3.75,172600.0,0,0,0,4.747787610619469
2391,-119.33,36.89,15.0,2.0,83300.0,1,0,0,6.391156462585034
15541,-117.12,33.07,45.0,3.6389,186600.0,0,0,0,5.830508474576271
9423,-122.71,37.88,21.0,4.3125,495800.0,0,0,1,11.38
7910,-118.09,33.88,27.0,3.8654,195300.0,0,0,0,5.500881834215168
14605,-117.17,32.81,33.0,4.22,178700.0,0,0,1,6.278688524590164
18732,-122.41,40.53,28.0,2.037,72000.0,1,0,0,5.418269230769231
7698,-118.12,33.96,38.0,4.4125,246000.0,0,0,0,6.014285714285714
20283,-119.18,34.18,31.0,3.2196,175800.0,0,0,1,4.293159609120521
7014,-118.08,33.97,36.0,3.9773,166700.0,0,0,0,5.242718446601942
18212,-122.06,37.38,20.0,4.2188,500001.0,0,1,0,4.552878179384203
8370,-118.34,33.98,40.0,3.1630000000000003,137800.0,0,0,0,3.875
7989,-118.18,33.86,43.0,3.6719,161300.0,0,0,0,4.482084690553746
1636,-122.18,37.91,31.0,10.9405,500001.0,0,1,0,8.540925266903914
10365,-117.69,33.61,16.0,4.0221,236200.0,0,0,0,5.594795539033457
2442,-119.61,36.57,42.0,1.5833,65100.0,1,0,0,4.641821946169772
2110,-119.75,36.75,49.0,2.5111,55400.0,1,0,0,4.886792452830188
4660,-118.31,34.05,40.0,3.1406,417600.0,0,0,0,4.341145833333333
10967,-117.89,33.76,34.0,4.8,192700.0,0,0,0,5.223880597014926
10426,-117.61,33.45,6.0,4.7237,220700.0,0,0,1,5.10752688172043
5953,-117.86,34.13,33.0,4.636,245500.0,1,0,0,5.660332541567696
15481,-117.14,33.15,17.0,5.5696,168400.0,0,0,0,5.984375
16269,-121.25,37.95,46.0,1.9402,62200.0,1,0,0,4.9900249376558605
10455,-117.65,33.49,16.0,4.3603,248800.0,0,0,0,5.819371727748691
19016,-121.97,38.34,11.0,4.5568,127200.0,1,0,0,4.934210526315789
9463,-123.73,39.44,32.0,2.7,165000.0,0,0,0,5.563380281690141
19050,-121.83,38.43,24.0,2.2244,98100.0,1,0,0,4.491408934707904
2153,-119.8,36.77,52.0,3.8105,87600.0,1,0,0,6.098765432098766
2528,-122.23,39.53,8.0,1.3708,125000.0,1,0,0,3.8895705521472395
2568,-124.15,40.79,37.0,3.0216,86400.0,0,0,1,5.539094650205762
9216,-120.25,37.11,20.0,1.5319,50500.0,1,0,0,4.521929824561403
20135,-119.06,34.38,33.0,3.9464,230300.0,0,0,0,5.507518796992481
15612,-116.76,32.74,14.0,4.7367,214500.0,0,0,0,5.9375
4885,-118.26,34.02,37.0,2.1667,117700.0,0,0,0,3.2721518987341773
8573,-118.41,33.9,39.0,7.5552,500001.0,0,0,0,5.811965811965812
7577,-118.22,33.89,26.0,2.1211,138100.0,0,0,0,4.508474576271187
7699,-118.12,33.96,36.0,4.8523,267300.0,0,0,0,5.941666666666666
6016,-117.78,34.06,33.0,2.4464,128700.0,1,0,0,3.52
16878,-122.39,37.6,44.0,4.652,387100.0,0,0,1,6.079155672823219
5153,-118.26,33.95,44.0,1.2969,94400.0,0,0,0,4.398255813953488
8203,-118.15,33.78,17.0,2.0875,181300.0,0,0,1,3.9014778325123154
14474,-117.23,32.85,25.0,6.3955,316700.0,0,0,1,7.367595818815331
6485,-118.03,34.09,29.0,2.8029,180900.0,1,0,0,3.7739938080495357
4778,-118.33,34.04,48.0,2.628,251100.0,0,0,0,5.720657276995305
984,-121.87,37.66,27.0,5.7519,278500.0,1,0,0,7.331775700934579
3365,-120.54,40.29,17.0,3.4028,91000.0,1,0,0,5.938704028021016
16184,-121.29,37.95,16.0,0.7714,87500.0,1,0,0,2.698581560283688
383,-122.16,37.74,47.0,2.625,98200.0,0,1,0,4.963855421686747
16482,-121.16,38.16,31.0,2.4906,122500.0,1,0,0,6.180379746835443
14992,-117.03,32.72,38.0,3.5938,125400.0,0,0,1,4.712765957446808
18791,-122.56,40.75,20.0,1.7935,74500.0,1,0,0,5.628571428571429
7954,-118.16,33.87,32.0,2.6406,156700.0,0,0,0,3.8786610878661087
7208,-118.18,34.01,42.0,2.3462,127300.0,0,0,0,3.75
11925,-117.4,33.95,43.0,1.1601,121400.0,1,0,0,4.688888888888889
13067,-121.28,38.53,18.0,3.1042,165000.0,1,0,0,5.463414634146342
12496,-121.45,38.57,52.0,3.2963,236100.0,1,0,0,5.223958333333333
12317,-116.69,33.5,13.0,1.9107,155700.0,1,0,0,6.631284916201118
10655,-117.82,33.67,15.0,2.5197,350000.0,0,0,0,3.8697318007662833
1212,-120.55,38.07,27.0,2.9063,92200.0,1,0,0,6.025125628140704
1418,-122.04,37.99,36.0,4.125,136200.0,0,1,0,6.26984126984127
18844,-123.08,41.26,34.0,1.6757,63300.0,1,0,0,6.540094339622642
15090,-116.92,32.81,17.0,1.6686,112500.0,0,0,0,3.893175074183976
18850,-122.32,41.31,45.0,1.1915,71900.0,1,0,0,5.594377510040161
3153,-118.46,35.12,16.0,3.2405,85500.0,1,0,0,6.11377245508982
10925,-117.89,33.75,31.0,4.0231,139200.0,0,0,0,4.003322259136213
9882,-121.79,36.68,22.0,3.0608,168300.0,0,0,0,4.750515463917526
3823,-118.47,34.2,25.0,2.7118,281700.0,0,0,0,3.8410041841004183
19937,-119.38,36.3,14.0,3.6875,93200.0,1,0,0,6.639175257731959
19483,-120.98,37.66,40.0,2.6346,100600.0,1,0,0,5.06218487394958
2879,-118.97,35.37,41.0,1.8819,58000.0,1,0,0,4.412523020257827
16529,-121.17,37.82,35.0,3.8472,197600.0,1,0,0,6.296482412060302
1722,-122.36,37.96,39.0,0.716,104200.0,0,1,0,4.730769230769231
4282,-118.32,34.1,36.0,1.7325,221900.0,0,0,0,2.6145339652448656
12371,-116.42,33.76,14.0,7.6281,341700.0,1,0,0,13.408082408874803
20047,-119.01,36.05,27.0,1.3807,53100.0,1,0,0,4.083333333333333
16143,-122.47,37.77,52.0,4.1635,398400.0,0,1,0,5.9442970822281165
17845,-121.87,37.42,19.0,6.4419,264500.0,0,0,0,5.9450980392156865
10422,-117.6,33.41,29.0,4.5476,309200.0,0,0,1,5.666666666666667
10983,-117.82,33.75,30.0,4.6161,236500.0,0,0,0,5.950920245398773
298,-122.18,37.76,37.0,2.2917,107000.0,0,1,0,4.921875
15320,-117.35,33.21,24.0,4.25,150300.0,0,0,1,5.322147651006712
8366,-118.35,33.97,26.0,2.6734,143400.0,0,0,0,4.238938053097345
19973,-118.93,36.19,30.0,2.6184,113900.0,1,0,0,5.133843212237093
9289,-122.51,38.06,24.0,3.0742,118800.0,0,1,0,5.049468085106383
3847,-118.45,34.18,39.0,3.7171,228800.0,0,0,0,4.7631578947368425
2344,-119.68,36.81,16.0,3.9792,88900.0,1,0,0,5.838074398249453
19214,-122.7,38.45,26.0,1.125,233300.0,0,0,0,3.7943396226415094
11833,-120.18,39.28,14.0,4.0819,141300.0,1,0,0,39.75590551181102
3061,-119.29,35.76,15.0,2.1295,59800.0,1,0,0,5.127604166666667
19248,-122.74,38.47,16.0,3.0714,161700.0,0,0,0,5.484615384615385
3273,-122.92,39.05,16.0,3.5652,119000.0,1,0,0,6.192
4816,-118.29,34.05,40.0,1.8571,143800.0,0,0,0,2.808049535603715
10674,-117.86,33.63,17.0,5.3099,500001.0,0,0,0,5.795880149812734
2350,-119.69,36.79,13.0,3.7697,83600.0,1,0,0,5.528662420382165
5873,-118.36,34.17,46.0,4.0742,229100.0,0,0,0,5.305439330543933
18338,-122.15,37.44,52.0,6.1655,500001.0,0,1,0,7.072727272727272
8211,-118.18,33.79,27.0,2.0186,130000.0,0,0,1,3.5267857142857144
1036,-120.79,38.43,40.0,3.9107,129800.0,1,0,0,6.5
7087,-118.01,33.93,34.0,3.275,189900.0,0,0,0,5.45945945945946
7520,-118.26,33.91,33.0,2.5882,92800.0,0,0,0,4.376146788990826
13352,-117.62,34.03,15.0,4.8311,176000.0,1,0,0,6.3478260869565215
20553,-121.79,38.68,24.0,2.8068,95300.0,1,0,0,4.391203703703703
15832,-122.43,37.75,52.0,4.7946,355600.0,0,1,0,5.010964912280702
18184,-122.04,37.37,33.0,5.0453,311600.0,0,0,0,5.731808731808732
15175,-117.07,33.03,15.0,6.8099,328200.0,0,0,0,6.221590909090909
13051,-121.29,38.61,17.0,3.9727,132700.0,1,0,0,5.745231030097499
11545,-118.04,33.75,16.0,5.2001,235600.0,0,0,0,6.118892508143323
2796,-118.05,36.64,34.0,2.0357,74200.0,1,0,0,4.906103286384977
10370,-117.66,33.65,13.0,6.2242,237900.0,0,0,0,6.121320890165111
3651,-118.44,34.21,41.0,2.875,168600.0,0,0,0,4.472049689440993
19337,-122.81,38.54,12.0,1.1553,139300.0,0,0,0,4.238888888888889
10230,-117.93,33.86,17.0,3.3438,186600.0,0,0,0,4.409214092140921
4982,-118.29,34.0,52.0,2.0809,109600.0,0,0,0,5.631004366812227
4420,-118.26,34.07,46.0,2.4038,181700.0,0,0,0,3.6126543209876543
5267,-118.56,34.03,34.0,8.2934,500001.0,0,0,0,7.006688963210703
13078,-121.34,38.56,12.0,2.9896,118600.0,1,0,0,5.016863406408095
9065,-118.14,34.65,20.0,4.6591,247200.0,1,0,0,6.758064516129032
1140,-121.59,39.74,17.0,2.3798,83800.0,1,0,0,4.784883720930233
17581,-121.92,37.31,34.0,5.2769,241100.0,0,0,0,5.374233128834356
7083,-118.01,33.93,31.0,4.4118,174400.0,0,0,0,4.606512890094979
20331,-119.04,34.24,20.0,5.9316,311900.0,0,0,0,6.5606060606060606
3489,-118.45,34.28,38.0,3.5714,152000.0,0,0,0,4.491176470588235
596,-122.08,37.7,32.0,5.2497,259300.0,0,1,0,6.6292682926829265
20525,-121.56,38.44,43.0,3.0,141700.0,1,0,0,5.916334661354582
20467,-118.75,34.27,25.0,6.1253,225000.0,0,0,0,6.66205533596838
361,-122.12,37.75,33.0,6.86,250000.0,0,1,0,8.26027397260274
18874,-122.22,38.08,37.0,3.4360000000000004,94800.0,0,1,0,5.516826923076923
13878,-117.35,34.44,9.0,3.1821,95600.0,1,0,0,5.675156174915906
12989,-121.26,38.68,4.0,2.7477,133000.0,1,0,0,4.509516837481699
16759,-122.48,37.71,29.0,6.1278,417600.0,0,0,1,6.894736842105263
13251,-117.69,34.11,16.0,2.6929,119300.0,1,0,0,4.942973523421589
738,-122.14,37.67,37.0,4.7933,186900.0,0,1,0,6.0
5411,-118.44,34.01,43.0,4.5795,400000.0,0,0,0,5.866666666666666
4262,-118.33,34.1,30.0,1.51,187500.0,0,0,0,2.4884814292430653
18947,-122.0,38.28,3.0,4.962,161700.0,1,0,0,6.6635071090047395
18798,-122.07,40.95,14.0,3.0299,73200.0,1,0,0,5.814102564102564
1334,-121.86,38.0,16.0,5.25,161700.0,1,0,0,7.099337748344371
4442,-118.21,34.09,39.0,2.4632,144200.0,0,0,0,3.9923273657289005
7005,-118.06,33.97,37.0,4.3203,159200.0,0,0,0,5.140625
5420,-118.43,34.02,42.0,8.1631,500001.0,0,0,0,6.31404958677686
6636,-118.16,34.15,17.0,7.3715,263000.0,0,0,0,5.0060975609756095
14947,-116.98,32.73,16.0,5.0864,175300.0,0,0,0,6.6573426573426575
14932,-116.99,32.64,15.0,3.9519,193500.0,0,0,1,6.907496012759171
20634,-121.56,39.27,28.0,3.7125,116800.0,1,0,0,6.77906976744186
3791,-118.37,34.16,6.0,2.7231,250000.0,0,0,0,3.6458100558659217
15268,-117.33,33.03,31.0,2.8611,314300.0,0,0,1,4.385767790262173
19327,-122.91,38.49,37.0,3.6343,146500.0,0,0,0,5.208860759493671
13866,-117.27,34.4,8.0,3.3438,124400.0,1,0,0,6.096871846619576
18761,-122.23,40.63,16.0,2.3287,130700.0,1,0,0,5.705
13594,-117.29,34.1,19.0,0.7235,71300.0,1,0,0,2.839622641509434
8983,-118.43,33.99,45.0,3.8021,323000.0,0,0,0,4.876456876456876
9509,-123.22,39.16,32.0,3.6587,154600.0,0,0,0,5.524038461538462
5458,-118.46,34.0,39.0,2.3542,235700.0,0,0,0,3.861635220125786
11190,-117.94,33.82,29.0,2.3347,208100.0,0,0,0,3.646153846153846
9431,-122.96,38.26,20.0,3.1429,240900.0,0,0,1,15.015151515151516
10945,-117.88,33.74,19.0,2.5224,148500.0,0,0,0,3.5606299212598427
14892,-117.08,32.61,27.0,3.3514,149100.0,0,0,1,4.837606837606837
8814,-118.33,33.77,33.0,9.8214,500001.0,0,0,1,7.619389587073608
14190,-117.07,32.71,26.0,2.8372,123400.0,0,0,1,5.955523672883787
2927,-119.01,35.36,24.0,1.056,51600.0,1,0,0,4.462068965517242
16074,-122.49,37.74,52.0,3.4583,321300.0,0,0,1,5.211904761904762
15836,-122.44,37.75,46.0,4.2667,338800.0,0,1,0,5.256055363321799
14368,-117.24,32.73,37.0,5.9113,388300.0,0,0,1,6.438746438746438
15236,-117.26,32.95,34.0,5.6582,500001.0,0,0,1,6.092250922509225
2260,-119.84,36.78,24.0,1.3385,58800.0,1,0,0,4.19404915912031
10205,-117.93,33.88,45.0,4.0812,241700.0,0,0,0,5.023076923076923
556,-122.25,37.77,43.0,2.975,243400.0,0,1,0,4.111111111111111
4965,-118.29,34.0,6.0,1.4639,112500.0,0,0,0,3.6898263027295286
15405,-117.24,33.23,21.0,3.4359,150900.0,0,0,0,5.506410256410256
16644,-120.62,35.28,28.0,6.3144,328800.0,0,0,1,6.921190893169878
6721,-118.14,34.13,16.0,4.9167,251100.0,0,0,0,4.558109833971903
627,-122.18,37.7,35.0,3.3906,178900.0,0,1,0,4.88
5515,-118.41,33.98,33.0,3.9727,307200.0,0,0,0,4.531972789115646
14931,-116.97,32.65,4.0,5.6631,233400.0,0,0,1,6.1311964219157655
1816,-122.31,37.93,39.0,5.3433,286500.0,0,1,0,7.260869565217392
16364,-121.31,38.0,19.0,3.9792,131900.0,1,0,0,5.896103896103896
11989,-117.52,33.99,14.0,5.2759,182900.0,1,0,0,6.5014381591562795
2757,-115.5,32.67,35.0,2.1776,75500.0,1,0,0,4.545263157894737
11046,-117.82,33.81,25.0,5.4395,244000.0,0,0,0,6.638403990024938
14871,-117.11,32.62,27.0,2.1719,131500.0,0,0,1,3.8298755186721993
7381,-118.25,33.97,32.0,1.6776,114800.0,0,0,0,3.8217391304347825
12811,-121.52,38.65,17.0,3.9615,331300.0,1,0,0,5.4935064935064934
11315,-117.97,33.77,20.0,2.9414,162200.0,0,0,0,4.6776470588235295
11611,-118.06,33.78,22.0,7.3463,355600.0,0,0,0,7.482439926062846
15810,-122.43,37.76,52.0,4.75,500001.0,0,1,0,4.831896551724138
7363,-118.2,33.97,28.0,2.7539999999999996,166200.0,0,0,0,3.564841498559078
15196,-117.09,32.91,9.0,6.5706,255700.0,0,0,0,6.961937716262976
6256,-117.95,34.03,35.0,2.7361,145700.0,0,0,0,4.4916201117318435
17259,-119.72,34.42,31.0,2.6019,250000.0,0,0,1,3.829145728643216
9958,-122.33,38.39,36.0,6.3427,304800.0,1,0,0,7.623853211009174
4217,-118.27,34.11,39.0,4.4094,352600.0,0,0,0,5.127345844504021
8221,-118.22,33.79,48.0,1.7,104200.0,0,0,1,2.86
14330,-117.14,32.73,26.0,4.0,137500.0,0,0,1,4.128440366972477
14592,-117.17,32.82,21.0,3.0375,197600.0,0,0,1,4.972270363951473
18412,-121.8,37.26,18.0,2.875,184400.0,0,0,0,4.796565389696169
3948,-118.61,34.2,16.0,3.6296,160900.0,0,0,0,3.616842105263158
5511,-118.42,33.99,35.0,4.5521,263800.0,0,0,0,4.375634517766497
6957,-118.06,33.98,38.0,4.7266,177600.0,0,0,0,6.104918032786885
5474,-118.46,33.99,44.0,4.0598,335900.0,0,0,0,4.3828125
20437,-118.81,34.25,4.0,5.716,320800.0,0,0,0,5.506923540036123
9017,-118.75,34.1,34.0,4.5333,377300.0,0,0,1,7.113564668769716
174,-122.24,37.8,52.0,2.2697,127000.0,0,1,0,4.368421052631579
5339,-118.45,34.03,45.0,2.6528,300000.0,0,0,0,4.154285714285714
16642,-120.67,35.3,19.0,0.7025,500001.0,0,0,1,2.425196850393701
19310,-122.85,38.37,16.0,4.4437,305000.0,0,0,0,5.9326599326599325
14145,-117.08,32.73,36.0,3.6974,122000.0,0,0,1,5.355305466237942
3222,-119.66,36.32,24.0,2.3256,56800.0,1,0,0,5.959550561797752
8228,-118.19,33.77,35.0,1.2321,137500.0,0,0,1,3.062256809338521
1389,-122.09,37.98,14.0,5.6875,211000.0,0,1,0,6.170871559633028
5430,-118.42,34.02,26.0,3.4269,301900.0,0,0,0,3.376425855513308
2246,-119.79,36.82,23.0,3.4167,105200.0,1,0,0,5.433915211970075
16617,-120.86,35.39,23.0,2.7344,188300.0,0,0,1,5.96415770609319
10141,-117.89,33.9,16.0,6.5284,288700.0,0,0,0,6.3097345132743365
